time,strategy,exchange,symbol,side,sec_type,type,status,price,filled_quantity,multiplier,trade_cost,time_in_force,asset.right,asset.strike,asset.multiplier,asset.expiration
2020-01-02 09:30:00-05:00,BuyHold,,TSLA,buy,stock,market,fill,28.68400001525879,3703,1,0.0,gtc,,0.0,1,
