,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,META,MSFT,TSLA,META,MSFT,TSLA,META,MSFT,TSLA,META,MSFT,TSLA,META,MSFT,TSLA,META,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,
2020-03-02,196.44000244140625,167.65487670898438,49.574668884277344,196.44000244140625,172.7899932861328,49.574668884277344,196.57000732421875,172.9199981689453,49.5793342590332,188.85000610351562,162.30999755859375,45.77799987792969,194.02999877929688,165.30999755859375,47.41733169555664,24949000,71030800,302925000
2020-03-03,185.88999938964844,159.6209716796875,49.70066833496094,185.88999938964844,164.50999450683594,49.70066833496094,197.24000549316406,175.0,53.798667907714844,183.97000122070312,162.25999450683594,47.740665435791016,196.22000122070312,173.8000030517578,53.66666793823242,27984100,71677000,386760000
2020-03-04,191.75999450683594,165.4814453125,49.96666717529297,191.75999450683594,170.5500030517578,49.96666717529297,191.8300018310547,170.6999969482422,51.10133361816406,186.38999938964844,165.6199951171875,48.31533432006836,189.1699981689453,168.49000549316406,50.930667877197266,23062500,49814400,225735000
2020-03-05,185.1699981689453,161.32864379882812,48.30266571044922,185.1699981689453,166.27000427246094,48.30266571044922,188.99000549316406,170.8699951171875,49.71666717529297,183.88999938964844,165.69000244140625,47.871334075927734,186.77999877929688,166.0500030517578,48.2513313293457,19333400,47817300,162790500
2020-03-06,181.08999633789062,156.76832580566406,46.89866638183594,181.08999633789062,161.57000732421875,46.89866638183594,183.77999877929688,163.11000061035156,47.133331298828125,176.25999450683594,156.0,45.61800003051758,178.3300018310547,162.61000061035156,46.0,24559600,72821100,189943500
2020-03-09,169.5,146.14373779296875,40.53333282470703,169.5,150.6199951171875,40.53333282470703,175.0,157.75,44.20000076293945,165.19000244140625,150.0,40.33333206176758,169.60000610351562,151.0,40.35933303833008,29949000,70419300,256105500
2020-03-10,178.19000244140625,156.13763427734375,43.02199935913086,178.19000244140625,160.9199981689453,43.02199935913086,178.2899932861328,161.02999877929688,44.53333282470703,169.5,152.5800018310547,40.53333282470703,174.6699981689453,158.16000366210938,43.96200180053711,24517800,65354400,233916000
2020-03-11,170.24000549316406,149.06430053710938,42.28200149536133,170.24000549316406,153.6300048828125,42.28200149536133,175.8800048828125,157.6999969482422,43.571998596191406,167.66000366210938,151.14999389648438,40.866668701171875,174.00999450683594,157.1300048828125,42.68000030517578,20373900,56371600,199837500
2020-03-12,154.47000122070312,134.9272918701172,37.369998931884766,154.47000122070312,139.05999755859375,37.369998931884766,166.60000610351562,153.47000122070312,39.633331298828125,154.33999633789062,138.5800018310547,36.41666793823242,159.5399932861328,145.3000030517578,38.72600173950195,43266300,93226400,283636500
2020-03-13,170.27999877929688,154.10975646972656,36.44133377075195,170.27999877929688,158.8300018310547,36.44133377075195,170.7899932861328,161.91000366210938,40.50466537475586,157.60000610351562,140.72999572753906,33.46666717529297,163.52999877929688,147.5,39.66666793823242,35028600,92727400,339604500
2020-03-16,146.00999450683594,131.39544677734375,29.67133331298828,146.00999450683594,135.4199981689453,29.67133331298828,159.1300048828125,149.35000610351562,32.9913330078125,143.10000610351562,135.0,29.47800064086914,152.32000732421875,140.0,31.299999237060547,39120400,87905900,307342500
2020-03-17,149.4199981689453,142.21412658691406,28.68000030517578,149.4199981689453,146.57000732421875,28.68000030517578,153.94000244140625,147.5,31.456666946411133,140.0,135.0,26.399999618530273,150.74000549316406,140.0,29.333999633789062,34255600,81059800,359919000
2020-03-18,146.9600067138672,136.22744750976562,24.08133316040039,146.9600067138672,140.39999389648438,24.08133316040039,148.17999267578125,146.0,26.99066734313965,137.10000610351562,135.02000427246094,23.367332458496094,139.75,138.0,25.933332443237305,37553100,81593200,356793000
2020-03-19,153.1300048828125,138.46881103515625,28.50933265686035,153.1300048828125,142.7100067138672,28.50933265686035,159.92999267578125,150.14999389648438,30.133333206176758,144.8000030517578,139.0,23.8973331451416,146.6199951171875,142.77000427246094,24.979999542236328,39862300,85922700,452932500
2020-03-20,149.72999572753906,133.2681427001953,28.50200080871582,149.72999572753906,137.35000610351562,28.50200080871582,159.27000427246094,147.10000610351562,31.799999237060547,148.0,135.86000061035156,28.38599967956543,156.02000427246094,146.0,29.213333129882812,32568400,84866200,424282500
2020-03-23,148.10000610351562,131.93882751464844,28.952667236328125,148.10000610351562,135.97999572753906,28.952667236328125,152.30999755859375,140.57000732421875,29.46666717529297,142.25,132.52000427246094,27.366666793823242,149.66000366210938,137.00999450683594,28.906667709350586,29830800,78975200,246817500
2020-03-24,160.97999572753906,143.9315185546875,33.66666793823242,160.97999572753906,148.33999633789062,33.66666793823242,161.30999755859375,149.60000610351562,34.24599838256836,152.57000732421875,141.27000427246094,31.600000381469727,155.2100067138672,143.75,31.81999969482422,30440400,82516700,343428000
2020-03-25,156.2100067138672,142.5537109375,35.95000076293945,156.2100067138672,146.9199981689453,35.95000076293945,162.99000549316406,154.3300018310547,37.133331298828125,153.05999755859375,144.44000244140625,34.07400131225586,158.9199981689453,148.91000366210938,36.349998474121094,35184300,75638200,318340500
2020-03-26,163.33999633789062,151.47061157226562,35.21066665649414,163.33999633789062,156.11000061035156,35.21066665649414,164.0,156.66000366210938,37.33333206176758,157.02000427246094,148.3699951171875,34.150001525878906,158.25,148.39999389648438,36.49266815185547,26556800,64568100,260710500
2020-03-27,156.7899932861328,145.25108337402344,34.29066848754883,156.7899932861328,149.6999969482422,34.29066848754883,160.08999633789062,154.88999938964844,35.0533332824707,154.75,149.1999969482422,32.935333251953125,158.1999969482422,151.75,33.66666793823242,24879900,57042300,215661000
2020-03-30,165.9499969482422,155.46815490722656,33.47533416748047,165.9499969482422,160.22999572753906,33.47533416748047,166.75,160.60000610351562,34.44333267211914,158.05999755859375,150.00999450683594,32.7486686706543,159.17999267578125,152.44000244140625,34.017333984375,22515200,63420300,179971500
2020-03-31,166.8000030517578,153.02304077148438,34.93333435058594,166.8000030517578,157.7100067138672,34.93333435058594,170.92999267578125,164.77999877929688,36.19733428955078,164.1999969482422,156.55999755859375,33.133331298828125,165.47999572753906,159.39999389648438,33.41666793823242,23676300,77927200,266572500
2020-04-01,159.60000610351562,147.5894775390625,32.104000091552734,159.60000610351562,152.11000061035156,32.104000091552734,164.14999389648438,157.75,34.26333236694336,158.0399932861328,150.82000732421875,31.67333221435547,161.6199951171875,153.0,33.599998474121094,19507600,57969900,200298000
2020-04-02,158.19000244140625,150.64584350585938,30.29800033569336,158.19000244140625,155.25999450683594,30.29800033569336,161.35000610351562,155.47999572753906,32.95066833496094,155.9199981689453,150.36000061035156,29.760000228881836,159.10000610351562,151.86000061035156,32.068668365478516,20886300,49630700,297876000
2020-04-03,154.17999267578125,149.25836181640625,32.000667572021484,154.17999267578125,153.8300018310547,32.000667572021484,157.91000366210938,157.3800048828125,34.36600112915039,150.8300018310547,152.19000244140625,31.22599983215332,157.14999389648438,155.10000610351562,33.96666717529297,25983300,41243300,338431500
2020-04-06,165.5500030517578,160.35838317871094,34.41600036621094,165.5500030517578,165.27000427246094,34.41600036621094,166.1999969482422,166.5,34.733333587646484,158.50999450683594,157.5800018310547,33.19733428955078,160.14999389648438,160.32000732421875,34.08000183105469,28453600,67111700,223527000
2020-04-07,168.8300018310547,158.6312713623047,36.36333465576172,168.8300018310547,163.49000549316406,36.36333465576172,173.38999938964844,170.0,37.66666793823242,166.00999450683594,163.25999450683594,35.48933410644531,171.7899932861328,169.58999633789062,36.33333206176758,31411900,62769000,268797000
2020-04-08,174.27999877929688,160.2225341796875,36.589332580566406,174.27999877929688,165.1300048828125,36.589332580566406,175.0,166.6699981689453,37.14733123779297,167.74000549316406,163.5,35.55533218383789,171.25,165.6699981689453,36.9466667175293,21664200,48318200,189840000
2020-04-09,175.19000244140625,160.23223876953125,38.20000076293945,175.19000244140625,165.13999938964844,38.20000076293945,177.0800018310547,167.3699951171875,38.345333099365234,171.57000732421875,163.3300018310547,37.14066696166992,175.89999389648438,166.36000061035156,37.4726676940918,23534300,51385100,204750000
2020-04-13,174.7899932861328,160.5912628173828,43.39666748046875,174.7899932861328,165.50999450683594,43.39666748046875,175.0,165.57000732421875,43.46666717529297,169.4499969482422,162.3000030517578,38.70199966430664,173.6699981689453,164.35000610351562,39.34400177001953,19355400,41905300,337131000
2020-04-14,178.1699981689453,168.537841796875,47.32600021362305,178.1699981689453,173.6999969482422,47.32600021362305,181.22999572753906,173.75,49.45866775512695,176.6199951171875,168.0,46.1619987487793,178.97999572753906,169.0,46.597999572753906,21011800,52874300,458647500
2020-04-15,176.97000122070312,166.7719268798828,48.65533447265625,176.97000122070312,171.8800048828125,48.65533447265625,178.19000244140625,173.57000732421875,50.20866775512695,172.82000732421875,169.24000549316406,47.33333206176758,175.19000244140625,171.1999969482422,49.46666717529297,17423000,40940800,353655000
2020-04-16,176.25,171.778564453125,49.680667877197266,176.25,177.0399932861328,49.680667877197266,178.0500030517578,177.27999877929688,50.630001068115234,172.50999450683594,172.89999389648438,47.11466598510742,177.9499969482422,174.3000030517578,47.79600143432617,23593200,50479600,309868500
2020-04-17,179.24000549316406,173.29222106933594,50.259334564208984,179.24000549316406,178.60000610351562,50.259334564208984,180.27999877929688,180.0,51.663333892822266,176.66000366210938,175.8699951171875,49.84400177001953,179.1999969482422,179.5,51.48533248901367,20974800,52765600,196923000
2020-04-20,178.24000549316406,169.857421875,49.75733184814453,178.24000549316406,175.05999755859375,49.75733184814453,180.5,178.75,51.03799819946289,176.77000427246094,174.99000549316406,47.48066711425781,177.41000366210938,176.6300048828125,48.8466682434082,16110700,36669600,221199000
2020-04-21,170.8000030517578,162.8325958251953,45.781333923339844,170.8000030517578,167.82000732421875,45.781333923339844,175.3800048828125,173.6699981689453,50.22200012207031,168.33999633789062,166.11000061035156,44.919334411621094,175.25,173.5,48.67466735839844,24850500,56203700,303136500
2020-04-22,182.27999877929688,168.36322021484375,48.807334899902344,182.27999877929688,173.52000427246094,48.807334899902344,184.77999877929688,174.0,48.93333435058594,178.13999938964844,170.82000732421875,45.91400146484375,178.4499969482422,171.38999938964844,46.93199920654297,33242000,34620200,212482500
2020-04-23,185.1300048828125,166.3256072998047,47.04199981689453,185.1300048828125,171.4199981689453,47.04199981689453,187.0500030517578,175.05999755859375,48.93333435058594,183.14999389648438,170.91000366210938,46.87533187866211,184.0800018310547,174.11000061035156,48.50666809082031,21426600,32790800,198550500
2020-04-24,190.07000732421875,169.36257934570312,48.34333419799805,190.07000732421875,174.5500030517578,48.34333419799805,190.41000366210938,174.55999755859375,48.71533203125,180.8300018310547,170.7100067138672,46.54533386230469,183.22999572753906,172.05999755859375,47.387332916259766,28792000,34277600,198180000
2020-04-27,187.5,168.87747192382812,53.25,187.5,174.0500030517578,53.25,193.75,176.89999389648438,53.29933166503906,187.41000366210938,173.3000030517578,49.0,192.66000366210938,176.58999633789062,49.17399978637695,29197800,33194400,310221000
2020-04-28,182.91000366210938,164.76345825195312,51.27466583251953,182.91000366210938,169.80999755859375,51.27466583251953,189.1999969482422,175.6699981689453,53.66666793823242,182.55999755859375,169.38999938964844,50.44599914550781,188.66000366210938,175.58999633789062,53.042667388916016,21731000,34392700,228330000
2020-04-29,194.19000244140625,172.156982421875,53.367332458496094,194.19000244140625,177.42999267578125,53.367332458496094,196.91000366210938,177.67999267578125,53.54666519165039,190.0,171.8800048828125,52.21066665649414,190.92999267578125,173.22000122070312,52.678001403808594,45954500,51286600,243240000
2020-04-30,204.7100067138672,173.88409423828125,52.12533187866211,204.7100067138672,179.2100067138672,52.12533187866211,209.69000244140625,180.39999389648438,57.987998962402344,201.57000732421875,176.22999572753906,50.900001525878906,206.9199981689453,180.0,57.01266860961914,46230100,53875900,427078500
2020-05-01,202.27000427246094,169.38201904296875,46.75466537475586,202.27000427246094,174.57000732421875,46.75466537475586,207.27999877929688,178.63999938964844,51.518001556396484,199.0500030517578,174.00999450683594,45.5359992980957,201.60000610351562,175.8000030517578,50.33333206176758,30415600,39370500,487977000
2020-05-04,205.25999450683594,173.5250701904297,50.74599838256836,205.25999450683594,178.83999633789062,50.74599838256836,205.91000366210938,179.0,50.79999923706055,198.75999450683594,173.8000030517578,46.53333282470703,200.1999969482422,174.49000549316406,46.733333587646484,19250700,30372900,288556500
2020-05-05,207.07000732421875,175.38803100585938,51.2140007019043,207.07000732421875,180.75999450683594,51.2140007019043,210.3800048828125,183.64999389648438,53.26133346557617,206.5,179.89999389648438,50.8120002746582,207.02000427246094,180.6199951171875,52.65266799926758,21071200,36839200,254875500
2020-05-06,208.47000122070312,177.11509704589844,52.172000885009766,208.47000122070312,182.5399932861328,52.172000885009766,211.60000610351562,184.1999969482422,52.6533317565918,206.66000366210938,181.6300048828125,50.740665435791016,208.1199951171875,182.0800018310547,51.766666412353516,21857000,32139300,166848000
2020-05-07,211.25999450683594,178.1436309814453,52.00266647338867,211.25999450683594,183.60000610351562,52.00266647338867,211.60000610351562,184.5500030517578,53.09333419799805,209.0399932861328,182.5800018310547,51.4900016784668,211.16000366210938,184.1699981689453,51.81399917602539,15152000,28316000,172915500
2020-05-08,212.35000610351562,179.1915283203125,54.62799835205078,212.35000610351562,184.67999267578125,54.62799835205078,213.2100067138672,185.0,54.93333435058594,210.85000610351562,183.36000061035156,52.46733474731445,212.24000549316406,184.97999572753906,52.917999267578125,12506000,30877800,241297500
2020-05-11,213.17999267578125,181.19033813476562,54.08599853515625,213.17999267578125,186.74000549316406,54.08599853515625,215.0,187.50999450683594,54.93333435058594,210.3699951171875,182.85000610351562,52.33333206176758,210.88999938964844,183.14999389648438,52.70066833496094,12911900,30892700,247794000
2020-05-12,210.10000610351562,177.0860137939453,53.96066665649414,210.10000610351562,182.50999450683594,53.96066665649414,215.27999877929688,187.0399932861328,56.21933364868164,210.0,182.3000030517578,53.866668701171875,213.2899932861328,186.8000030517578,55.133331298828125,14704600,32038200,238603500
2020-05-13,205.10000610351562,174.4080352783203,52.73066711425781,205.10000610351562,179.75,52.73066711425781,210.77999877929688,184.0500030517578,55.06666564941406,202.11000061035156,176.5399932861328,50.88666534423828,209.42999267578125,182.5500030517578,54.72200012207031,20684600,44711500,285982500
2020-05-14,206.80999755859375,175.16485595703125,53.55533218383789,206.80999755859375,180.52999877929688,53.55533218383789,206.92999267578125,180.69000244140625,53.557334899902344,200.69000244140625,175.67999267578125,50.93333435058594,202.55999755859375,177.5399932861328,52.0,17178900,41873900,205233000
2020-05-15,210.8800048828125,177.7167205810547,53.27799987792969,210.8800048828125,183.16000366210938,53.27799987792969,211.33999633789062,187.05999755859375,53.66999816894531,204.1199951171875,177.0,52.436668395996094,205.27000427246094,179.05999755859375,52.689998626708984,19383200,46610400,157776000
2020-05-18,213.19000244140625,179.41470336914062,54.242000579833984,213.19000244140625,184.91000366210938,54.242000579833984,214.63999938964844,186.1999969482422,55.64799880981445,210.94000244140625,183.9600067138672,53.59199905395508,212.14999389648438,185.75,55.185333251953125,20151900,35264500,174987000
2020-05-19,216.8800048828125,178.17276000976562,53.867332458496094,216.8800048828125,183.6300048828125,53.867332458496094,220.49000549316406,186.60000610351562,54.80466842651367,212.8300018310547,183.49000549316406,53.73866653442383,213.27000427246094,185.02999877929688,54.34466552734375,31843200,26799100,144547500
2020-05-20,229.97000122070312,180.6441192626953,54.37066650390625,229.97000122070312,185.66000366210938,54.37066650390625,231.33999633789062,185.85000610351562,55.06666564941406,223.19000244140625,183.94000244140625,54.119998931884766,223.5,184.80999755859375,54.70000076293945,50162900,31261300,109639500
2020-05-21,231.38999938964844,178.47434997558594,55.17333221435547,231.38999938964844,183.42999267578125,55.17333221435547,237.1999969482422,186.6699981689453,55.5,231.1999969482422,183.2899932861328,53.06666564941406,234.72000122070312,185.39999389648438,54.400001525878906,47782600,29119500,183819000
2020-05-22,234.91000366210938,178.55221557617188,54.45866775512695,234.91000366210938,183.50999450683594,54.45866775512695,235.99000549316406,184.4600067138672,55.45199966430664,228.74000549316406,182.5399932861328,54.133331298828125,231.50999450683594,183.19000244140625,54.81133270263672,33925600,20826900,149812500
2020-05-26,232.1999969482422,176.66461181640625,54.591331481933594,232.1999969482422,181.57000732421875,54.591331481933594,240.89999389648438,186.5,55.63999938964844,231.6699981689453,181.10000610351562,54.38066864013672,239.77000427246094,186.33999633789062,55.633331298828125,33178300,36073600,121345500
2020-05-27,229.13999938964844,176.8981475830078,54.68199920654297,229.13999938964844,181.80999755859375,54.68199920654297,230.55999755859375,181.99000549316406,55.180667877197266,221.1300048828125,176.60000610351562,52.33333206176758,229.07000732421875,180.1999969482422,54.7239990234375,34697600,39517100,173242500
